CaseNumber;Year;Month;FY;AcquiringFirm;TargetFirm;Size;Phase;Sector;SIC;Approval_Status;Joint_Venture;Joint_Control;Overlap_Type;Product_Market;Geographic_Market;TOH_Assess;Barriers_Assess;Barriers_Significant;Barriers_Identified;Barriers_Regulatory;Barriers_Structural;Barriers_Strategic;Entry_Assess;Num_Entered;Expansion_Assess;Num_Expand;Countervail_Assess;Countervail_Finding;Import_Comp;Import_Share;Import_Constraint;Efficiency_prov;Efficiency_substantive;Counterfactual_Assess;PublicInterest_Assess;PublicInterest_Identified;Conditions;Conditions_Comp_Type;Conditions_PI_Type
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
2019DEC0020;2019;DEC;2019/20;Thabong Coal Proprietary Limited;South32 SA Coal Holdings Proprietary Limited;L;3;Mining of hard coal;5100;Approved with conditions;No;No;Horizontal ;Supply of thermal coal;Regional;Creeping merger, Information exchange (Coordinated effects), Unilateral effects;Yes;Yes;Regulatory, Structural;Licences;Initial set-up costs, Capital investment costs;;Yes;None;No;;Yes;Yes;No;;;Yes;No;No;Yes;Effect on employment, Effect on particular industrial sector or region, Transformation - increasing BBBEE and HDP ownership;Both;Divestiture (Structural);Moratorium on merger specific retrenchments for set period of time
